order_id,ord_id,customer_id,cust_id,order_date,order_datetime,product_id,item_id,quantity,qty,unit_price,price,total_amount,order_total,shipping_cost,tax,discount,status,order_status,payment_method,shipping_address,notes,tracking_number
ORD_00130,130,348,CUST_0348,12/13/2023,2023-08-28T09:32:00.000Z,PROD_110,26,9,2,470.69,74.63,213.34,238.92,20.00,33.28,27.00,returned,CANCELLED,cash,3999 Pine Rd,,TRK993998
ORD_00131,131,29,CUST_0029,2023-11-08,2023-05-20T14:27:00.000Z,PROD_200,81,1,1,419.63,264.91,807.35,381.10,0.00,43.85,9.73,CANCELLED,delivered,paypal,2922 Oak Ave,,TRK285027
ORD_00132,132,413,CUST_0413,8/25/2023,2023-11-28T10:39:00.000Z,PROD_154,66,10,1,478.29,194.64,949.91,56.47,8.12,24.70,21.61,,,bank_transfer,6664 Main St,,
ORD_00133,133,488,CUST_0488,,2023-03-22T01:00:00.000Z,PROD_131,165,8,3,315.01,192.32,721.62,350.06,0.00,7.73,0.00,,SHIPPED,bank_transfer,2712 Oak Ave,,
ORD_00134,134,433,CUST_0433,3/7/2023,2023-04-12T18:47:00.000Z,PROD_085,140,2,4,464.58,180.58,126.86,252.92,0.00,49.67,0.00,pending,delivered,cash,7452 Pine Rd,,
ORD_00135,135,347,CUST_0347,7/4/2023,2023-05-11T01:51:00.000Z,PROD_098,3,8,1,119.62,259.13,485.81,219.03,0.00,22.95,0.00,,SHIPPED,cash,3947 Main St,,TRK447159
ORD_00136,136,162,CUST_0162,1/27/2023,2023-11-03T10:30:00.000Z,PROD_127,135,3,1,249.70,151.67,1013.90,185.58,17.47,49.28,0.00,returned,returned,debit_card,9524 Oak Ave,,TRK142236
ORD_00137,137,28,CUST_0028,2023-04-16,,PROD_073,85,7,1,149.69,111.78,1023.17,616.50,16.22,31.06,34.69,delivered,delivered,bank_transfer,2730 Main St,Special delivery instructions,TRK500208
ORD_00138,138,445,CUST_0445,10/27/2023,2023-12-13T20:05:00.000Z,PROD_160,94,7,2,483.38,239.51,828.81,219.90,11.37,12.13,48.79,pending,pending,debit_card,168 Pine Rd,,
ORD_00139,139,25,CUST_0025,,2023-06-16T23:50:00.000Z,PROD_060,81,4,3,404.06,236.44,959.21,272.57,16.46,22.85,4.32,pending,CANCELLED,cash,9202 Oak Ave,,TRK734474
ORD_00140,140,476,CUST_0476,2023-12-01,,PROD_055,93,4,4,107.39,104.89,276.88,55.92,14.34,39.71,46.65,pending,pending,debit_card,6797 Main St,,
ORD_00141,141,454,CUST_0454,4/18/2023,2023-08-22T21:08:00.000Z,PROD_012,65,9,1,337.93,146.00,700.88,79.90,0.00,5.36,0.00,,CANCELLED,cash,4376 Oak Ave,,TRK580459
ORD_00142,142,109,CUST_0109,2023-03-19,2023-04-11T08:26:00.000Z,PROD_192,83,8,4,16.67,389.36,632.48,581.09,0.00,51.54,0.00,CANCELLED,returned,credit_card,4198 Pine Rd,,
ORD_00143,143,298,CUST_0298,2023-06-07,2023-12-03T08:17:00.000Z,PROD_010,81,9,5,332.55,401.28,215.27,229.06,0.00,28.78,0.00,delivered,returned,credit_card,7464 Main St,,
ORD_00144,144,274,CUST_0274,,2023-08-23T06:36:00.000Z,PROD_122,96,5,1,426.18,253.97,446.22,838.50,12.63,29.82,0.00,CANCELLED,,paypal,610 Oak Ave,,TRK792638
ORD_00145,145,55,CUST_0055,,2023-11-11T08:51:00.000Z,PROD_147,98,5,3,367.63,408.16,468.26,691.20,20.89,51.98,0.00,SHIPPED,returned,paypal,4429 Main St,Special delivery instructions,
ORD_00146,146,290,CUST_0290,2023-10-16,2023-01-17T22:03:00.000Z,PROD_024,155,7,1,231.64,40.55,750.07,424.51,0.00,40.69,0.00,pending,,bank_transfer,8086 Oak Ave,,TRK424138
ORD_00147,147,360,CUST_0360,2023-01-19,2023-12-02T14:56:00.000Z,PROD_011,13,3,2,331.10,47.38,427.47,554.84,0.00,47.58,0.00,CANCELLED,,cash,8805 Oak Ave,Special delivery instructions,
ORD_00148,148,214,CUST_0214,,2023-04-10T19:52:00.000Z,PROD_054,15,8,4,168.27,329.03,248.90,710.00,14.45,18.06,0.00,,,credit_card,2267 Main St,Special delivery instructions,TRK405593
ORD_00149,149,308,CUST_0308,2023-07-26,2023-07-08T10:16:00.000Z,PROD_026,29,8,3,181.94,148.92,825.37,766.19,19.31,30.30,0.00,delivered,CANCELLED,bank_transfer,4605 Main St,,TRK144575
ORD_00150,150,132,CUST_0132,5/16/2023,2023-09-04T21:54:00.000Z,PROD_200,7,4,4,169.62,411.90,1047.39,375.87,15.54,31.51,0.00,processing,,cash,3320 Pine Rd,,
ORD_00151,151,230,CUST_0230,11/9/2023,2023-07-03T16:53:00.000Z,PROD_086,31,6,1,346.45,168.22,56.21,727.23,19.23,17.53,0.00,SHIPPED,CANCELLED,paypal,7588 Main St,,TRK201214
ORD_00152,152,119,CUST_0119,8/22/2023,2023-07-22T16:45:00.000Z,PROD_087,96,9,4,488.51,28.10,826.96,197.01,22.77,22.93,0.00,delivered,CANCELLED,paypal,7421 Main St,,
ORD_00153,153,86,CUST_0086,,2023-07-24T13:54:00.000Z,PROD_197,101,6,3,250.32,362.20,821.58,52.82,18.82,21.60,0.00,returned,pending,debit_card,9619 Pine Rd,,
ORD_00154,154,398,CUST_0398,9/21/2023,2023-04-15T22:31:00.000Z,PROD_111,99,5,3,108.58,409.96,625.74,450.99,9.70,37.91,0.00,CANCELLED,delivered,credit_card,3568 Oak Ave,,TRK807650
ORD_00155,155,186,CUST_0186,2023-05-07,2023-02-24T17:19:00.000Z,PROD_081,36,9,2,223.39,170.55,762.32,436.99,0.00,6.76,42.48,processing,SHIPPED,bank_transfer,9177 Pine Rd,,TRK527604
ORD_00156,156,405,CUST_0405,7/5/2023,2023-04-21T13:47:00.000Z,PROD_181,196,5,2,106.30,365.77,271.98,236.27,0.00,51.24,0.00,CANCELLED,,debit_card,5174 Oak Ave,,
ORD_00157,157,135,CUST_0135,,,PROD_196,14,5,3,217.76,174.14,963.62,428.09,0.00,27.66,0.00,,SHIPPED,paypal,4252 Oak Ave,,
ORD_00158,158,83,CUST_0083,12/18/2023,2023-08-02T05:03:00.000Z,PROD_137,33,4,4,53.25,263.20,248.59,657.37,19.82,32.88,46.55,processing,,bank_transfer,8885 Pine Rd,,
ORD_00159,159,116,CUST_0116,2023-10-17,2023-04-05T08:08:00.000Z,PROD_058,159,9,1,285.39,262.97,750.62,837.64,0.00,17.23,0.00,SHIPPED,returned,credit_card,9403 Main St,Special delivery instructions,TRK902057
ORD_00160,160,270,CUST_0270,2023-06-24,2023-03-02T07:53:00.000Z,PROD_085,63,9,5,50.44,28.08,957.86,362.67,0.00,29.04,0.96,CANCELLED,CANCELLED,cash,5101 Pine Rd,,TRK786324
ORD_00161,161,381,CUST_0381,2023-12-14,2023-02-07T06:27:00.000Z,PROD_184,186,1,3,38.40,36.44,620.14,574.92,0.00,49.00,12.57,pending,pending,credit_card,7776 Pine Rd,Special delivery instructions,
ORD_00162,162,449,CUST_0449,2023-07-24,2023-06-04T10:11:00.000Z,PROD_019,64,10,5,246.76,53.18,733.54,642.33,0.00,33.00,0.00,SHIPPED,delivered,cash,5016 Pine Rd,,TRK748914
ORD_00163,163,216,CUST_0216,,2023-07-15T11:03:00.000Z,PROD_117,116,6,2,404.85,233.09,311.83,450.95,6.36,4.24,0.00,processing,processing,cash,7398 Main St,,TRK473976
ORD_00164,164,41,CUST_0041,7/7/2023,2023-02-19T14:02:00.000Z,PROD_039,152,9,4,237.07,143.86,931.35,696.12,20.85,33.03,0.00,,returned,bank_transfer,5718 Oak Ave,,TRK901779
ORD_00165,165,52,CUST_0052,2023-01-15,2023-07-05T13:06:00.000Z,PROD_098,129,8,5,300.49,167.33,428.91,327.14,18.80,3.96,0.00,SHIPPED,delivered,debit_card,3112 Pine Rd,,
ORD_00166,166,472,CUST_0472,3/1/2023,,PROD_136,62,10,3,27.16,19.74,309.19,607.60,20.72,10.45,0.00,,,paypal,3426 Pine Rd,,
ORD_00167,167,170,CUST_0170,6/22/2023,2023-10-24T14:11:00.000Z,PROD_198,25,9,3,31.47,229.26,702.28,277.21,14.01,7.05,0.00,SHIPPED,returned,cash,7162 Pine Rd,,TRK120905
ORD_00168,168,344,CUST_0344,4/17/2023,,PROD_086,167,1,3,363.06,123.23,876.79,112.40,0.00,19.19,0.00,,pending,credit_card,1246 Pine Rd,,TRK123972
ORD_00169,169,79,CUST_0079,5/17/2023,2023-03-11T01:45:00.000Z,PROD_188,39,4,3,80.92,263.70,353.79,180.41,0.00,40.45,0.00,pending,,paypal,5285 Oak Ave,,
ORD_00170,170,439,CUST_0439,5/25/2023,2023-07-12T02:12:00.000Z,PROD_125,96,5,4,460.41,242.49,634.74,97.70,14.29,51.21,4.98,SHIPPED,delivered,paypal,278 Pine Rd,,TRK361213
ORD_00171,171,445,CUST_0445,2023-07-05,2023-01-02T03:38:00.000Z,PROD_163,195,6,4,80.68,361.86,372.84,144.93,10.98,13.51,36.24,,pending,paypal,3006 Oak Ave,,
ORD_00172,172,163,CUST_0163,3/28/2023,2023-04-17T19:14:00.000Z,PROD_062,40,4,1,237.99,132.48,759.31,573.34,0.00,19.69,41.59,SHIPPED,CANCELLED,paypal,5630 Oak Ave,,TRK172328
ORD_00173,173,402,CUST_0402,2023-05-11,2023-05-19T07:08:00.000Z,PROD_187,32,7,5,38.45,156.07,72.65,537.36,18.95,13.21,0.00,delivered,returned,paypal,8798 Main St,,
ORD_00174,174,89,CUST_0089,,,PROD_078,117,4,1,226.19,77.75,537.60,383.54,5.87,40.24,0.00,returned,processing,cash,2143 Pine Rd,,TRK814876
ORD_00175,175,86,CUST_0086,9/19/2023,2023-05-13T15:11:00.000Z,PROD_171,145,7,2,113.77,307.98,242.56,210.72,23.87,22.49,0.00,returned,delivered,debit_card,9681 Pine Rd,,
ORD_00176,176,442,CUST_0442,2023-10-09,2023-07-15T04:54:00.000Z,PROD_074,9,8,5,417.18,407.35,262.26,508.55,0.00,6.25,0.00,delivered,SHIPPED,debit_card,6516 Main St,,
ORD_00177,177,207,CUST_0207,12/8/2023,2023-04-19T06:16:00.000Z,PROD_146,130,1,4,28.89,200.33,448.40,832.54,7.29,31.56,16.84,CANCELLED,SHIPPED,cash,8601 Pine Rd,,TRK260844
ORD_00178,178,97,CUST_0097,3/25/2023,2023-11-23T09:31:00.000Z,PROD_061,163,3,2,42.61,242.36,198.46,535.73,0.00,51.83,0.00,,,cash,4959 Pine Rd,,TRK659307
ORD_00179,179,334,CUST_0334,2023-05-22,2023-01-07T00:56:00.000Z,PROD_010,159,10,2,336.12,161.63,932.48,751.37,8.55,36.23,0.00,delivered,CANCELLED,cash,1453 Pine Rd,,
ORD_00180,180,234,CUST_0234,8/1/2023,,PROD_037,142,9,1,242.62,151.57,529.22,78.73,24.12,13.59,42.54,SHIPPED,delivered,paypal,523 Main St,,TRK568427
ORD_00181,181,433,CUST_0433,2/10/2023,2023-02-23T11:17:00.000Z,PROD_061,162,1,1,111.12,270.22,465.91,579.65,12.41,24.61,41.32,delivered,delivered,credit_card,5365 Oak Ave,,
ORD_00182,182,167,CUST_0167,5/9/2023,2023-05-21T15:20:00.000Z,PROD_155,53,6,1,447.78,184.13,805.28,173.39,11.20,33.57,0.00,delivered,,bank_transfer,7171 Pine Rd,,
ORD_00183,183,39,CUST_0039,2023-10-04,2023-05-18T15:28:00.000Z,PROD_177,30,6,5,101.78,372.99,360.37,832.62,12.78,11.11,1.40,SHIPPED,,cash,687 Pine Rd,,TRK246348
ORD_00184,184,349,CUST_0349,2023-01-23,2023-01-25T13:55:00.000Z,PROD_101,183,10,1,321.07,392.65,359.04,118.28,14.15,26.24,0.00,pending,returned,paypal,3483 Main St,,
ORD_00185,185,375,CUST_0375,6/26/2023,,PROD_172,153,1,2,89.40,155.41,378.85,640.51,0.00,21.88,0.00,pending,CANCELLED,bank_transfer,5068 Main St,,
ORD_00186,186,282,CUST_0282,7/13/2023,,PROD_119,7,7,3,26.32,83.63,746.97,44.67,21.46,17.99,0.00,returned,SHIPPED,debit_card,3365 Main St,,TRK988333
ORD_00187,187,41,CUST_0041,11/21/2023,,PROD_193,193,9,3,458.48,19.18,61.30,149.52,0.00,35.77,0.00,SHIPPED,CANCELLED,bank_transfer,1996 Oak Ave,,TRK215508
ORD_00188,188,249,CUST_0249,2023-04-04,2023-08-26T12:16:00.000Z,PROD_040,133,9,3,441.80,30.91,712.75,275.25,0.00,31.28,0.00,delivered,delivered,credit_card,799 Pine Rd,,TRK253011
ORD_00189,189,125,CUST_0125,9/8/2023,2023-11-11T00:40:00.000Z,PROD_082,137,10,3,462.68,291.52,460.26,176.14,18.91,50.91,0.00,returned,SHIPPED,paypal,4999 Pine Rd,,TRK280959
ORD_00190,190,468,CUST_0468,,2023-08-05T14:04:00.000Z,PROD_047,27,6,5,164.42,281.04,708.88,152.28,23.76,29.01,8.20,,SHIPPED,debit_card,6656 Oak Ave,,TRK451150
ORD_00191,191,121,CUST_0121,9/1/2023,2023-05-15T15:55:00.000Z,PROD_019,106,5,4,351.65,396.93,704.25,543.30,7.89,25.13,48.23,processing,pending,credit_card,2540 Oak Ave,,TRK573197
ORD_00192,192,26,CUST_0026,2023-04-10,2023-08-11T07:13:00.000Z,PROD_199,182,2,3,90.43,34.30,569.88,345.09,21.32,33.26,0.00,CANCELLED,,bank_transfer,8288 Pine Rd,,TRK607675
ORD_00193,193,190,CUST_0190,,2023-08-16T17:01:00.000Z,PROD_008,99,3,5,275.58,404.25,246.90,436.46,0.00,21.76,9.52,SHIPPED,CANCELLED,cash,8179 Oak Ave,,TRK154046
ORD_00194,194,270,CUST_0270,2023-04-20,2023-08-23T08:51:00.000Z,PROD_161,96,7,2,51.27,263.86,406.25,771.06,14.22,15.49,22.45,CANCELLED,returned,debit_card,8240 Main St,,TRK244664
ORD_00195,195,336,CUST_0336,2/17/2023,2023-02-23T20:38:00.000Z,PROD_011,86,7,3,59.11,237.52,439.64,317.83,15.70,13.47,42.61,pending,processing,cash,6071 Main St,,
ORD_00196,196,274,CUST_0274,,,PROD_049,168,5,5,159.39,75.66,725.36,85.63,0.00,51.65,0.00,processing,SHIPPED,credit_card,4594 Main St,,
ORD_00197,197,16,CUST_0016,7/3/2023,2023-09-24T16:09:00.000Z,PROD_113,177,5,4,97.43,214.29,372.97,585.04,12.02,3.93,5.69,processing,,cash,852 Oak Ave,,
ORD_00198,198,494,CUST_0494,9/16/2023,2023-09-18T01:47:00.000Z,PROD_134,12,8,2,378.90,173.04,571.07,109.39,9.59,13.94,0.00,,processing,debit_card,670 Oak Ave,,TRK311688
ORD_00199,199,171,CUST_0171,2023-04-11,2023-08-28T11:49:00.000Z,PROD_012,38,1,1,192.79,76.73,346.17,505.76,20.31,28.76,5.10,pending,returned,paypal,2627 Oak Ave,Special delivery instructions,
ORD_00200,200,234,CUST_0234,1/12/2023,2023-06-14T07:42:00.000Z,PROD_015,147,1,2,218.83,76.83,1049.27,334.74,16.89,33.97,30.78,,SHIPPED,cash,6122 Pine Rd,,TRK661585
ORD_00201,201,385,CUST_0385,2023-09-14,2023-08-26T14:40:00.000Z,PROD_067,61,10,1,419.68,204.56,263.83,156.40,0.00,11.56,1.33,SHIPPED,delivered,cash,189 Main St,,TRK457590
ORD_00202,202,189,CUST_0189,2/11/2023,2023-06-06T10:33:00.000Z,PROD_141,17,7,4,295.45,184.75,659.63,435.02,0.00,17.64,0.00,pending,,debit_card,7538 Main St,,
ORD_00203,203,286,CUST_0286,12/7/2023,2023-11-25T07:31:00.000Z,PROD_152,138,2,4,229.13,381.94,285.59,761.39,7.11,6.47,23.07,returned,processing,bank_transfer,2540 Main St,,TRK389387
ORD_00204,204,270,CUST_0270,12/28/2023,2023-06-10T07:52:00.000Z,PROD_040,181,6,5,259.39,54.46,110.46,543.55,0.00,6.86,47.92,pending,CANCELLED,credit_card,811 Pine Rd,Special delivery instructions,TRK302219
ORD_00205,205,449,CUST_0449,3/6/2023,2023-04-15T03:55:00.000Z,PROD_189,15,1,2,79.35,109.00,833.09,138.83,20.90,37.93,0.00,SHIPPED,SHIPPED,bank_transfer,1955 Pine Rd,,
ORD_00206,206,167,CUST_0167,11/5/2023,2023-12-25T18:38:00.000Z,PROD_177,14,2,1,266.28,244.94,553.26,198.32,15.24,29.90,7.81,,pending,credit_card,1549 Main St,,
ORD_00207,207,273,CUST_0273,4/15/2023,2023-06-03T02:50:00.000Z,PROD_068,7,5,4,295.38,296.11,696.44,810.20,0.00,33.03,0.00,CANCELLED,pending,paypal,691 Main St,,
ORD_00208,208,169,CUST_0169,2023-09-23,2023-03-15T09:02:00.000Z,PROD_005,108,6,3,304.06,182.62,121.23,799.56,8.60,15.84,0.00,delivered,pending,cash,5233 Main St,,
ORD_00209,209,82,CUST_0082,2023-02-25,2023-10-17T02:45:00.000Z,PROD_161,114,6,1,72.01,371.63,427.79,624.93,0.00,38.23,48.02,pending,SHIPPED,bank_transfer,6938 Main St,,
ORD_00210,210,231,CUST_0231,,2023-08-24T22:58:00.000Z,PROD_180,89,3,4,122.60,411.01,236.75,726.06,0.00,50.33,0.00,delivered,pending,paypal,8445 Oak Ave,,TRK515797
ORD_00211,211,475,CUST_0475,12/9/2023,,PROD_176,164,6,5,104.01,108.53,618.49,376.27,0.00,22.68,25.91,delivered,delivered,bank_transfer,1439 Pine Rd,,
ORD_00212,212,350,CUST_0350,2023-04-16,,PROD_056,33,9,5,364.74,268.57,901.63,66.67,0.00,5.09,0.00,processing,delivered,bank_transfer,8086 Pine Rd,Special delivery instructions,
ORD_00213,213,459,CUST_0459,2023-10-16,2023-04-22T03:42:00.000Z,PROD_008,3,9,5,345.45,39.17,877.39,219.38,16.06,45.99,0.00,delivered,CANCELLED,bank_transfer,8661 Pine Rd,,TRK304457
ORD_00214,214,10,CUST_0010,2023-07-12,2023-08-01T18:46:00.000Z,PROD_149,106,2,5,327.94,205.17,1041.39,133.72,24.34,39.97,48.18,,processing,cash,5853 Main St,,TRK887147
ORD_00215,215,368,CUST_0368,,2023-04-23T12:15:00.000Z,PROD_021,30,4,1,225.29,286.43,536.97,515.36,9.62,9.17,0.00,delivered,pending,credit_card,8151 Main St,,TRK888672
ORD_00216,216,294,CUST_0294,12/26/2023,2023-08-27T00:23:00.000Z,PROD_165,168,2,2,282.31,333.15,196.06,331.39,7.69,16.42,0.00,,pending,paypal,4065 Pine Rd,,TRK672374
ORD_00217,217,358,CUST_0358,,2023-11-23T09:02:00.000Z,PROD_126,157,1,2,359.47,257.17,702.98,518.78,11.19,17.83,36.99,,delivered,paypal,4244 Oak Ave,Special delivery instructions,TRK623292
ORD_00218,218,342,CUST_0342,10/23/2023,,PROD_021,166,5,2,236.97,142.38,763.18,582.40,10.80,46.13,8.66,returned,pending,debit_card,6675 Main St,Special delivery instructions,TRK620007
ORD_00219,219,392,CUST_0392,2023-04-09,2023-12-22T12:20:00.000Z,PROD_084,85,10,4,257.27,79.19,522.85,559.03,5.93,33.54,0.00,delivered,delivered,paypal,7646 Oak Ave,,
ORD_00220,220,257,CUST_0257,12/15/2023,2023-01-03T12:44:00.000Z,PROD_022,27,4,2,247.95,214.76,765.48,419.44,11.78,40.11,0.00,CANCELLED,,credit_card,1518 Pine Rd,,TRK664905
ORD_00221,221,473,CUST_0473,5/16/2023,2023-08-12T02:15:00.000Z,PROD_146,87,3,2,124.71,30.02,302.84,433.62,5.55,6.64,0.00,SHIPPED,processing,cash,5186 Pine Rd,,
ORD_00222,222,203,CUST_0203,4/27/2023,2023-02-25T20:42:00.000Z,PROD_168,40,1,1,173.95,351.24,271.59,584.60,8.62,33.11,0.00,pending,processing,bank_transfer,1694 Oak Ave,Special delivery instructions,TRK467579
ORD_00223,223,221,CUST_0221,2023-05-20,,PROD_076,120,4,2,343.58,151.92,532.76,52.47,0.00,42.30,43.56,returned,pending,paypal,4714 Pine Rd,,TRK344114
ORD_00224,224,106,CUST_0106,8/8/2023,,PROD_005,22,2,5,17.05,198.97,224.82,198.15,16.08,24.58,0.00,returned,CANCELLED,paypal,9023 Main St,Special delivery instructions,
ORD_00225,225,179,CUST_0179,3/5/2023,2023-02-02T00:50:00.000Z,PROD_069,145,6,2,386.67,297.27,307.13,269.43,17.02,45.59,0.00,delivered,returned,paypal,9979 Oak Ave,,
ORD_00226,226,120,CUST_0120,2023-02-04,2023-12-22T20:42:00.000Z,PROD_136,170,2,4,185.05,73.53,382.51,564.90,16.86,16.01,0.00,returned,returned,debit_card,1094 Pine Rd,,TRK979306
ORD_00227,227,79,CUST_0079,2/21/2023,2023-10-12T03:34:00.000Z,PROD_157,160,2,4,126.35,21.79,712.33,558.70,15.21,23.74,0.00,pending,delivered,paypal,6441 Pine Rd,Special delivery instructions,
ORD_00228,228,413,CUST_0413,2023-03-10,2023-11-01T18:49:00.000Z,PROD_032,48,1,1,244.47,103.52,944.89,112.46,11.13,17.78,0.00,delivered,SHIPPED,paypal,6094 Pine Rd,,TRK945694
ORD_00229,229,182,CUST_0182,4/20/2023,,PROD_044,184,2,5,204.32,76.89,761.94,629.27,24.53,24.79,20.89,,returned,cash,9763 Pine Rd,Special delivery instructions,TRK585219
ORD_00230,230,298,CUST_0298,12/9/2023,2023-12-06T08:06:00.000Z,PROD_086,172,8,4,146.42,197.08,531.32,129.84,0.00,46.88,17.54,CANCELLED,delivered,bank_transfer,9450 Pine Rd,,TRK684903
ORD_00231,231,351,CUST_0351,6/13/2023,2023-06-15T12:01:00.000Z,PROD_160,152,10,4,68.61,80.53,656.86,732.41,0.00,43.97,0.00,processing,pending,paypal,1428 Oak Ave,,TRK831940
ORD_00232,232,219,CUST_0219,1/20/2023,2023-03-23T03:10:00.000Z,PROD_081,22,7,5,260.80,42.66,264.15,208.11,9.63,19.58,0.00,SHIPPED,delivered,paypal,2588 Main St,,TRK445783
ORD_00233,233,170,CUST_0170,3/11/2023,2023-07-04T12:04:00.000Z,PROD_181,171,5,3,395.89,287.46,595.88,530.64,18.68,27.22,0.00,returned,delivered,debit_card,3394 Oak Ave,,TRK632195
ORD_00234,234,29,CUST_0029,12/16/2023,2023-03-18T22:50:00.000Z,PROD_150,49,7,5,278.48,345.95,83.31,145.16,0.00,5.31,0.00,delivered,delivered,credit_card,3252 Main St,,TRK191345
ORD_00235,235,13,CUST_0013,2023-10-18,2023-11-27T05:28:00.000Z,PROD_003,66,5,4,274.65,208.48,409.68,253.85,11.75,48.45,0.00,pending,returned,paypal,2605 Oak Ave,,TRK575065
ORD_00236,236,60,CUST_0060,10/27/2023,2023-02-05T12:38:00.000Z,PROD_056,28,10,5,286.92,274.20,319.42,205.30,12.12,45.03,36.89,returned,pending,cash,944 Oak Ave,,
ORD_00237,237,340,CUST_0340,2023-12-06,,PROD_163,9,2,4,11.28,170.64,706.89,715.49,17.42,27.30,48.87,returned,returned,cash,5608 Pine Rd,Special delivery instructions,TRK803491
ORD_00238,238,306,CUST_0306,8/19/2023,2023-12-15T20:34:00.000Z,PROD_052,124,6,5,69.94,363.57,427.70,88.56,7.59,26.20,0.00,pending,returned,cash,3765 Pine Rd,,
ORD_00239,239,368,CUST_0368,11/2/2023,2023-05-16T23:38:00.000Z,PROD_162,185,4,2,47.18,132.90,159.82,645.94,15.87,42.68,0.00,returned,,credit_card,7658 Main St,,
ORD_00240,240,32,CUST_0032,9/26/2023,2023-12-25T12:32:00.000Z,PROD_036,71,10,5,53.01,57.31,364.57,580.13,0.00,10.74,0.00,,delivered,bank_transfer,2427 Oak Ave,,TRK756926
ORD_00241,241,463,CUST_0463,9/18/2023,2023-06-23T15:19:00.000Z,PROD_066,196,6,3,239.28,249.38,197.38,74.79,0.00,50.28,0.00,,,credit_card,4425 Oak Ave,,TRK536030
ORD_00242,242,211,CUST_0211,11/28/2023,2023-04-06T18:19:00.000Z,PROD_153,108,6,4,105.82,324.50,244.42,464.78,13.05,41.49,0.00,processing,CANCELLED,credit_card,6465 Pine Rd,,
ORD_00243,243,15,CUST_0015,2023-06-30,2023-11-21T00:36:00.000Z,PROD_144,36,8,1,111.37,380.65,687.25,358.23,16.53,3.12,48.28,delivered,returned,cash,4176 Oak Ave,,TRK598800
ORD_00244,244,2,CUST_0002,3/25/2023,2023-07-20T10:04:00.000Z,PROD_052,152,10,5,363.24,335.42,526.99,509.57,0.00,31.76,0.00,SHIPPED,processing,debit_card,3944 Main St,,
ORD_00245,245,320,CUST_0320,2023-06-12,2023-02-04T16:35:00.000Z,PROD_163,167,8,3,190.74,309.00,427.56,509.60,17.34,12.90,0.00,CANCELLED,processing,bank_transfer,9437 Main St,,
ORD_00246,246,486,CUST_0486,2023-09-22,2023-12-22T07:36:00.000Z,PROD_109,38,5,3,469.21,107.96,816.37,335.36,5.59,37.09,12.28,delivered,pending,debit_card,903 Pine Rd,,TRK322531
ORD_00247,247,406,CUST_0406,11/8/2023,2023-02-13T06:52:00.000Z,PROD_063,107,5,5,109.87,52.61,399.94,515.03,21.75,23.52,0.00,SHIPPED,delivered,cash,7413 Oak Ave,,TRK724604
ORD_00248,248,410,CUST_0410,2/11/2023,2023-09-15T12:07:00.000Z,PROD_090,119,9,4,124.00,366.84,949.26,317.00,0.00,5.24,11.13,delivered,CANCELLED,credit_card,5324 Main St,,
ORD_00249,249,357,CUST_0357,5/4/2023,2023-09-09T00:48:00.000Z,PROD_057,11,2,2,189.90,413.20,388.66,418.16,21.25,11.43,38.36,pending,delivered,bank_transfer,2170 Pine Rd,,
ORD_00250,250,352,CUST_0352,1/25/2023,2023-09-03T03:24:00.000Z,PROD_051,154,1,2,187.67,145.36,1044.05,735.46,13.93,3.67,0.00,,processing,cash,6882 Main St,,TRK699585
ORD_00251,251,273,CUST_0273,2023-06-10,2023-01-22T20:03:00.000Z,PROD_015,97,5,1,296.52,364.28,782.18,746.31,21.85,19.65,0.00,CANCELLED,CANCELLED,bank_transfer,2914 Oak Ave,Special delivery instructions,
ORD_00252,252,79,CUST_0079,10/10/2023,2023-09-25T05:08:00.000Z,PROD_041,106,9,3,195.52,342.31,705.93,836.12,20.21,32.70,47.19,CANCELLED,pending,bank_transfer,2768 Main St,,
ORD_00253,253,299,CUST_0299,9/1/2023,2023-12-03T23:44:00.000Z,PROD_064,110,7,1,412.56,157.05,551.47,338.27,0.00,20.20,0.00,pending,,paypal,1290 Oak Ave,,
ORD_00254,254,355,CUST_0355,8/20/2023,2023-07-07T15:00:00.000Z,PROD_075,193,1,4,229.75,85.29,722.25,169.24,0.00,46.68,0.00,returned,,cash,7402 Oak Ave,Special delivery instructions,TRK855234
ORD_00255,255,102,CUST_0102,8/27/2023,2023-05-15T01:15:00.000Z,PROD_015,31,5,1,361.13,356.22,240.37,615.72,0.00,23.14,0.00,processing,returned,debit_card,1511 Main St,,TRK339662
ORD_00256,256,78,CUST_0078,7/1/2023,2023-05-04T15:00:00.000Z,PROD_132,184,5,3,53.84,125.75,717.86,131.44,0.00,49.22,0.00,SHIPPED,,bank_transfer,9603 Oak Ave,Special delivery instructions,TRK730093
ORD_00257,257,123,CUST_0123,2023-10-05,2023-11-18T18:52:00.000Z,PROD_135,136,3,4,382.10,352.38,864.98,602.76,15.05,47.44,28.95,returned,SHIPPED,paypal,7126 Main St,,TRK922024
ORD_00258,258,63,CUST_0063,2023-12-08,,PROD_023,129,1,5,479.17,100.53,672.48,154.97,15.44,37.64,0.00,returned,processing,credit_card,1464 Pine Rd,Special delivery instructions,TRK540984
ORD_00259,259,82,CUST_0082,2023-07-31,2023-02-13T14:26:00.000Z,PROD_141,65,7,1,374.54,374.43,955.56,224.29,6.89,51.26,13.28,processing,SHIPPED,bank_transfer,473 Main St,,
